,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Domain,Standard Description
0,2019,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA302104,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-APR.A.1,SR,AF,AI.A-APR.A.1,Multiply two polynomial expressions.,1,95,89,6,Algebra,Arithmetic with Polynomials and Rational Expressions,"Understand that polynomials form a system analogous to the integers, namely, they are closed under
certain operations. "
1,2019,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713469914,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.A.2,SR,AF,AI.F-IF.A.2,Evaluate a quadratic function for different input values.,1,71,60,11,Functions,Interpreting Functions,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context. For example, given a function representing a car loan, determine the balance of the loan at different points in time."
2,2019,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA308750,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-C.A.2,SR,GE,GEO.G-C.A.2,Use an inscribed right triangle to determine the circumference of a circle.,1,86,66,20,Geometry,"Similarity, Right Triangles, and Trigonometry","Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle."
3,2019,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA728439252,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.B.6,SR,GE,GEO.G-CO.B.6,Identify transformations that would produce a congruent figure.,1,63,58,5,Geometry,Congruence," Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent."
4,2019,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA281616,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.C.6,SA,AF,AI.A-REI.C.6,Solve for one variable in a system of linear equations algebraically.,1,62,56,6,Algebra,Reasoning with Equations and Inequalities,"Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables."
5,2019,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA301428,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-SSE.A.2,SR,AF,AI.A-SSE.A.2,Factor a trinomial expression.,1,95,86,9,Algebra,Seeing Structure in Expressions,"Use the structure of an expression to identify ways to rewrite it. For example, see (x + 2)2 – 9 as a difference of squares that can be factored as ((x + 2) + 3)((x + 2 ) – 3)."
6,2019,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713459721,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.D.12,SA,AF,AI.A-REI.D.12,Graph the solution set of a linear inequality in two variables.,1,52,37,15,Algebra,Reasoning with Equations and Inequalities,"Graph the solutions of a linear inequality in two variables as a half-plane (excluding the boundary in the
case of a strict inequality), and graph the solution set of a system of linear inequalities in two variables
as the intersection of the corresponding half-planes."
7,2019,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA274081,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GPE.B.5,SR,GE,GEO.G-GPE.B.5,Identify an equation of a line perpendicular to a given line.,1,59,57,2,Geometry,Expressing Geometric Properties with Equations,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
8,2019,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA298055,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-RN.A.2,CR,NQ,AI.N-RN.A.2,Evaluate expressions involving radicals and rational exponents.,4,39,40,-1,Number and Quantity,The Real Number System,Rewrite expressions involving radicals and rational exponents using the properties of exponents.
9,2019,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA304304,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.A.2,SR,SP,AI.S-ID.A.2,Compare measures of center and spread of two data sets.,1,71,61,10,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets."
10,2019,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA308767,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GPE.B.6,SR,GE,GEO.G-GPE.B.6,Find the midpoint of a line segment graphed on a coordinate plane.,1,52,59,-7,Geometry,Expressing Geometric Properties with Equations,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
11,2019,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713808101,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.S-CP.B.6,SA,SP,GEO.S-CP.B.6,Calculate conditional probabilities of real-world events from a description.,2,67,54,13,Geometry,Conditional Probability and the Rules of Probability,"Find the conditional probability of A given B as the fraction of B’s outcomes that also belong to A, and interpret the answer in terms of the model."
12,2019,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA308033,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.B.4,SR,AF,AI.A-REI.B.4,Find the solutions of a quadratic equation in one variable.,1,71,64,7,Algebra,Reasoning with Equations and Inequalities,Solve quadratic equations in one variable.
13,2019,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA294702,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.A.2,CR,SP,AI.S-ID.A.2,Interpret data in a data display and compare the measures of center of the data sets.,4,63,51,12,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets."
14,2019,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA281536,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-Q.A.2,SR,NQ,AI.N-Q.A.2,Estimate the solution of a real-world problem using units.,1,68,48,20,Number and Quantity,Quantities,Define appropriate quantities for the purpose of descriptive modeling.
15,2019,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713807783,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.A.3,SR,GE,GEO.G-SRT.A.3,Use similarity criteria to identify and name similar triangles.,2,76,68,8,Geometry,"Similarity, Right Triangles, and Trigonometry",Use the properties of similarity transformations to establish the Angle-Angle (AA) criterion for two triangles to be similar.
16,2019,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA308022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-SSE.B.3,SR,AF,AI.A-SSE.B.3,Factor a quadratic trinomial expression.,1,73,58,15,Algebra,Seeing Structure in Expressions,"Use the properties of exponents to transform expressions for exponential functions. For example, the expression 1.15t
can be rewritten as (1.151/12) 12t ≈ 1.01212t to reveal the approximateequivalent monthly interest rate if the annual rate is 15%."
17,2019,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713582390,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.A.1,SA,GE,GEO.G-SRT.A.1,Graph a figure on a coordinate plane after a dilation.,1,57,49,8,Geometry,"Similarity, Right Triangles, and Trigonometry",Verify experimentally the properties of dilations given by a center and a scale factor:
18,2019,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713764059,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-RN.B.3,SR,NQ,AI.N-RN.B.3,Consider and complete statements about operations with rational and irrational numbers.,2,52,48,4,Number and Quantity,The Real Number System,"Explain why the sum or product of two rational numbers is rational; that the sum of a rational number
and an irrational number is irrational; and that the product of a nonzero rational number and an
irrational number is irrational."
19,2019,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA301442,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.B.3,SR,AF,AI.A-REI.B.3,Determine the solution set of a linear inequality in one variable.,1,63,50,13,Algebra,Reasoning with Equations and Inequalities,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters."
20,2019,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.C.6,SR,GE,GEO.G-SRT.C.6,Use a trigonometric ratio to determine a missing side length in a right triangle.,1,62,62,0,Geometry,"Similarity, Right Triangles, and Trigonometry","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles."
21,2019,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GMD.A.3,SR,GE,GEO.G-GMD.A.3,Calculate the volume of a right square pyramid.,1,71,64,7,Geometry,Geometric Measurement and Dimension,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems."
22,2019,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.B.5,SR,SP,AI.S-ID.B.5,Complete a two-way table that represents a real-world situation.,1,92,84,8,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data."
23,2019,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.A.1,SR,AF,AI.F-IF.A.1,Identify a graph that does not represent a functional relationship.,1,59,50,9,Functions,Interpreting Functions,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output (range) of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
24,2019,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.5,SA,GE,GEO.G-CO.A.5,Graph a figure on a coordinate plane after a reflection.,1,89,83,6,Geometry,Congruence,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another."
25,2019,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GPE.B.7,SR,GE,GEO.G-GPE.B.7,Calculate the perimeter of a parallelogram shown on a coordinate plane.,1,70,66,4,Geometry,Expressing Geometric Properties with Equations,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles (e.g., using the distance formula)."
26,2019,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GMD.A.3,SR,GE,GEO.G-GMD.A.3,Calculate the volume of a sphere.,1,78,72,6,Geometry,Geometric Measurement and Dimension,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems."
27,2019,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.C.9,SR,AF,AI.F-IF.C.9,Compare the properties of linear functions represented in different ways.,1,60,53,7,Functions,Interpreting Functions,"Translate among different representations of functions (algebraically, graphically, numerically in tables,
or by verbal descriptions). Compare properties of two functions each represented in a different way. 
Massachusetts Curriculum Framework for Mathematics 113
For example, given a graph of one quadratic function and an algebraic expression for another, say
which has the larger maximum. "
28,2019,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-SSE.A.1,SA,AF,AI.A-SSE.A.1,Interpret part of an expression that represents a real-world situation.,1,79,60,19,Algebra,Seeing Structure in Expressions,"Interpret complicated expressions by viewing one or more of their parts as a single entity. For example, interpret P(1 + r)t as the product of P and a factor not depending on P."
29,2019,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.2,CR,GE,GEO.G-CO.A.2,Describe transformations that create congruent and non-congruent images and determine the coordinates of the vertices of transformed figures.,4,56,50,6,Geometry,Congruence,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch)."
30,2019,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.A.1,SR,AF,AI.A-REI.A.1,Justify each step in the solution of a linear equation.,1,95,84,11,Algebra,Reasoning with Equations and Inequalities,"Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify or refute a solution method."
31,2019,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.C.11,SR,GE,GEO.G-CO.C.11,Determine the number of sides of a regular polygon based on the measures of its exterior angles.,1,59,48,11,Geometry,Congruence,"Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals."
32,2019,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-Q.A.1,SA,NQ,AI.N-Q.A.1,Use dimensional analysis to equate actual distances and those on a map.,2,87,83,4,Number and Quantity,Quantities,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.
33,2019,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.B.5,SR,GE,GEO.G-SRT.B.5,Use similar triangles to determine a missing side length.,1,57,58,-1,Geometry,"Similarity, Right Triangles, and Trigonometry",Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
34,2019,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-CED.A.1,CR,AF,AI.A-CED.A.1,Create exponential equations from a formula and use them to solve real-world problems.,4,70,49,21,Algebra,Creating Equations,"Create equations and inequalities in one variable and use them to solve problems. (Include equations arising from linear, quadratic, and exponential functions with integer exponents.)"
35,2019,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.C.8,SR,GE,GEO.G-SRT.C.8,Use the Pythagorean theorem to solve a real-world problem.,1,90,73,17,Geometry,"Similarity, Right Triangles, and Trigonometry",Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.
36,2019,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-LE.A.2,SA,AF,AI.F-LE.A.2,Identify the features of a linear function from values in a table and write an equation for another linear function shown on a graph.,2,58,46,12,Functions,Linear Quadratic and Exponential Models,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (including reading these from a table)."
37,2019,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-CED.A.2,SR,AF,AI.A-CED.A.2,Determine a system of two-variable equations based on a real-world situation.,1,83,73,10,Algebra,Creating Equations,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
38,2019,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.A.3,SR,GE,GEO.G-CO.A.3,Identify a transformation that would carry a figure onto itself.,1,59,56,3,Geometry,Congruence,". Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself"
39,2019,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-LE.B.5,SR,AF,AI.F-LE.B.5,Interpret parameters of linear functions based on a real-world situation.,2,79,67,12,Functions,Linear Quadratic and Exponential Models,Interpret the parameters in a linear or exponential function (of the form f(x) = bx + k) in terms of a context.
40,2019,41,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-C.B.5,SR,GE,GEO.G-C.B.5,Determine the area of a sector of a circle.,1,70,58,12,Geometry,"Similarity, Right Triangles, and Trigonometry","Derive, using similarity, the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector. "
41,2019,42,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.B.6,SR,SP,AI.S-ID.B.6,Identify the method for drawing the line of best fit for data displayed in a scatter plot.,1,81,74,7,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related."
42,2021,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA315735,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-SRT.A.1,SR,GE,GEO.G-SRT.A.1,Determine which graph shows a triangle and its image after a dilation.,1,83,81,2,Geometry,"Similarity, Right Triangles, and Trigonometry",Verify experimentally the properties of dilations given by a center and a scale factor:
43,2021,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA306580,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-Q.A.2,SR,NQ,AI.N-Q.A.2,Use modeling and estimation techniques to solve a real-world problem.,1,76,63,13,Number and Quantity,Quantities,Define appropriate quantities for the purpose of descriptive modeling.
44,2021,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA735672697,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.D.11,SR,AF,AI.A-REI.D.11,Select the values that make a given quadratic equation true.,1,56,59,-3,Algebra,Reasoning with Equations and Inequalities,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using Massachusetts Curriculum Framework for Mathematics 112 technology to graph the functions and make tables of values. Include cases where f(x) and/or g(x) are linear and exponential functions."
45,2021,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA805375756,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.A.1,SA,SP,AI.S-ID.A.1,Complete a histogram using a given set of data.,1,68,63,5,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Represent data with plots on the real number line (dot plots, histograms, and box plots)."
46,2021,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA735576321,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.C.7,SR,AF,AI.A-REI.C.7,Solve a system consisting of the equations of a line and a circle.,1,72,64,8,Algebra,Reasoning with Equations and Inequalities,"Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = –3x and the circle x2 + y2 = 3."
47,2021,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA306482,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-GPE.B.5,CR,GE,GEO.G-GPE.B.5,Write equations of lines that are parallel and perpendicular to given lines passing through given points.,4,42,42,0,Geometry,Expressing Geometric Properties with Equations,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
48,2021,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA801044495,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=GEO.G-CO.B.6,SR,GE,GEO.G-CO.B.6,Determine whether various transformations performed on a triangle will result in a congruent image.,1,57,51,6,Geometry,Congruence," Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent."
49,2021,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA294190,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.C.5,SR,AF,AI.A-REI.C.5,Choose a system of equations that has the same solution as a given system of linear equations.,1,57,59,-2,Algebra,Reasoning with Equations and Inequalities,"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions."
50,2021,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA804167582,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.A.3,SR,SP,AI.S-ID.A.3,Determine the effect on the mean if an outlier is removed from a set of data.,1,64,61,3,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers)."
51,2021,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA311217,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.A.2,SR,AF,AI.F-IF.A.2,Find a specified term in an arithmetic sequence that is represented by a given function.,1,67,52,15,Functions,Interpreting Functions,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context. For example, given a function representing a car loan, determine the balance of the loan at different points in time."
52,2021,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA735579398,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-RN.B.3,SR,NQ,AI.N-RN.B.3,Solve equations that contain rational and irrational numbers.,2,56,47,9,Number and Quantity,The Real Number System,"Explain why the sum or product of two rational numbers is rational; that the sum of a rational number
and an irrational number is irrational; and that the product of a nonzero rational number and an
irrational number is irrational."
53,2021,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA314963,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-APR.A.1,SR,AF,AI.A-APR.A.1,Multiply a monomial and a binomial to identify an equivalent expression.,1,61,68,-7,Algebra,Arithmetic with Polynomials and Rational Expressions,"Understand that polynomials form a system analogous to the integers, namely, they are closed under
certain operations. "
54,2021,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA311164,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-RN.A.1,CR,NQ,AI.N-RN.A.1,Translate between radical and exponential representations of different expressions and create a radical expression based on stated parameters.,4,42,37,5,Number and Quantity,The Real Number System,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 51/3 to be the cube root of 5 because we want (51/3) 3 = 5(1/3) 3 to hold, so (51/3) 3 must equal 5."
55,2021,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA718054087,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-LE.A.2,SR,AF,AI.F-LE.A.2,Use the values of a function in a table to describe an exponential function and determine which equation models the function.,2,63,61,2,Functions,Linear Quadratic and Exponential Models,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (including reading these from a table)."
56,2021,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA269065,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.B.4,SR,AF,AI.A-REI.B.4,Find the solutions of a quadratic equation.,1,49,50,-1,Algebra,Reasoning with Equations and Inequalities,Solve quadratic equations in one variable.
57,2021,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA307950,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.F-IF.A.3,SR,AF,AI.F-IF.A.3,"Find a specified term in a geometric sequence, given the value of two other terms in the sequence.",1,69,64,5,Functions,Interpreting Functions,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n + 1) = f(n) + f(n + 1) for n ≥ 1."
58,2021,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA311181,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.N-Q.A.2,SR,NQ,AI.N-Q.A.2,Use a mathematical model to estimate a quantity in a real-world situation.,1,50,47,3,Number and Quantity,Quantities,Define appropriate quantities for the purpose of descriptive modeling.
59,2021,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA713284889,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-REI.C.6,SA,AF,AI.A-REI.C.6,Solve and graph a system of linear equations.,2,29,36,-7,Algebra,Reasoning with Equations and Inequalities,"Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables."
60,2021,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA303447,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.S-ID.B.6,SR,SP,AI.S-ID.B.6,Use the line of best fit for data in a scatter plot to predict a value in a real-world situation.,1,42,34,8,Statistics and Probability,Interpreting Categorical and Quantitative Data,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related."
61,2021,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%2010&view=ALL&itemUIN=MA300986,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=AI.A-CED.A.2,SR,AF,AI.A-CED.A.2,Determine which equation describes the relationship between two variables in a real-world context.,1,65,60,5,Algebra,Creating Equations,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
