,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Cluster,text_type
102,2023,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL007062608&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Use context to determine the meaning of a word in a paragraph of a passage and identify a detail from the passage that supports the meaning.,2,73,75,-2,Vocabulary Acquisition and Use,Literature
103,2023,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL007062053&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Determine how a word reveals a character's feelings in a paragraph of a passage.,1,74,62,12,Vocabulary Acquisition and Use,Literature
104,2023,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL009149967&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Analyze characters based on details from a specific paragraph in a passage.,1,71,78,-7,Key Ideas and Details,Literature
105,2023,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL009246409&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine how details from a paragraph of a passage help develop the setting.,1,89,76,13,Key Ideas and Details,Literature
106,2023,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL009343097&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Analyze the effect of descriptive language used in a passage.,1,92,85,7,Craft and Structure,Literature
107,2023,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL007061131&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about a character based on details from sections of a passage.,1,84,75,9,Key Ideas and Details,Literature
108,2023,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL009308236&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about a character based on specific details in a paragraph of a passage.,1,86,81,5,Key Ideas and Details,Literature
109,2023,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL009257746&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Analyze the points of view of two characters in a passage.,2,63,60,3,Craft and Structure,Literature
110,2023,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL009308819&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine the tone of a specific paragraph in a passage.,1,65,55,10,Craft and Structure,Literature
111,2023,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL007061194&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine the central idea of a passage.,1,76,70,6,Key Ideas and Details,Literature
112,2023,12,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL007062902&YearCode=2023,ES,-,-,Write an essay explaining how a character's reactions to an event reveal his character; use information from the passage for support.,8,52,51,1,WR Combined (Conv/Idea Dev),Literature
113,2023,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL009737508&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Analyze an instance of irony in a paragraph of a passage.,1,58,59,-1,Craft and Structure,Literature
114,2023,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL006655733&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine a theme of a passage.,1,56,54,2,Key Ideas and Details,Literature
115,2023,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL006653570&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Identify evidence from a section of a passage that supports an inference about the narrator.,2,65,62,3,Key Ideas and Details,Literature
116,2023,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL016259168&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Analyze the speaker's point of view in a poem.,1,78,78,0,Craft and Structure,Literature
117,2023,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL022460231&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Identify a statement that a speaker of a poem would agree with based on specific lines.,1,74,72,2,Key Ideas and Details,Literature
118,2023,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL016352526&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Analyze a symbolic image from a line in a poem.,1,62,58,4,Craft and Structure,Literature
119,2023,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%208&view=ALL&itemUIN=EL016259978&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the structure of a poem.,1,66,61,5,Craft and Structure,Literature
120,2023,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007257202&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Determine the author's purpose for writing an article.,1,68,69,-1,Craft and Structure,Informational
121,2023,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007335795&YearCode=2023,SR,LA,L.PK-12.2,Determine the purpose of specific punctuation in a sentence.,1,68,67,1,Conventions,Informational
122,2023,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007253045&YearCode=2023,SR,RE,R.PK-12.5,Analyze the purpose of section headings in an article.,1,77,74,3,Craft and Structure,Informational
123,2023,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007257390&YearCode=2023,SR,RE,R.PK-12.6,Identify the purpose for using a specific point of view in a paragraph of an article.,1,78,64,14,Craft and Structure,Informational
124,2023,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007353056&YearCode=2023,SR,RE,R.PK-12.1,Make an inference based on a specific paragraph in an article.,1,60,51,9,Key Ideas and Details,Informational
125,2023,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL008544460&YearCode=2023,SR,LA,L.PK-12.2,Analyze the use of specific punctuation in an article.,1,65,62,3,Conventions,Informational
126,2023,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007256618&YearCode=2023,SR,RE,R.PK-12.7,Analyze the purpose of a text feature in an article.,1,78,70,8,Integration of Knowledge and Ideas,Informational
127,2023,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007335808&YearCode=2023,SR,RE,R.PK-12.3,Compare the development of an idea in two articles on similar topics.,1,62,57,5,Key Ideas and Details,Informational
128,2023,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007350397&YearCode=2023,SR,RE,R.PK-12.2,Identify the central idea of two articles on similar topics.,1,65,56,9,Key Ideas and Details,Informational
129,2023,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007243506&YearCode=2023,SR,RE,R.PK-12.4,Determine how a specific sentence contributes to the development of an article and identify a sentence from a different article on a similar topic that expresses the same idea.,2,56,57,-1,Craft and Structure,Informational
130,2023,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL008553781&YearCode=2023,SR,RE,R.PK-12.8,Categorize types of evidence used in quotations from two articles on similar topics.,2,72,71,1,Integration of Knowledge and Ideas,Informational
131,2023,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007253494&YearCode=2023,ES,-,-,Write an essay analyzing a key idea in two articles on similar topics; use information from both articles for support.,8,49,45,4,WR Combined (Conv/Idea Dev),Informational
132,2023,WR12.IDEA1,,,,ES,WR,,Essay 12 Writing ( idea development ),5,43,43,0,,Literature
133,2023,LA12.CONV1,,,,ES,LA,,Essay 12 Language ( conventions ),3,66,65,1,,Literature
134,2023,WR31.IDEA2,,,,ES,WR,,Essay 31 Writing ( idea development ),5,41,37,4,,Informational
135,2023,LA31.CONV2,,,,ES,LA,,Essay 31 Language ( conventions ),3,63,59,4,,Informational
136,2024,1,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL810456981&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the reason a character asks questions in a passage.,1,59,51,8,Craft and Structure,Literature
137,2024,2,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL810180368&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine a character's motivation in a specific paragraph.,1,81,72,9,Key Ideas and Details,Literature
138,2024,3,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL809734614&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Identify what a specific paragraph in a passage reveals about a character.,1,75,71,4,Key Ideas and Details,Literature
139,2024,4,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL810439521&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the connection between two paragraphs in a passage.,1,66,67,-1,Craft and Structure,Literature
140,2024,5,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL809863460&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Make an inference about a character based on his actions.,1,79,72,7,Key Ideas and Details,Literature
141,2024,6,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL810133273&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Determine how a character's point of view is revealed.,1,78,70,8,Craft and Structure,Literature
142,2024,7,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL812849329&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Identify a common topic explored by the authors in two passages.,1,79,75,4,Key Ideas and Details,Literature
143,2024,8,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL812838757&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.2,SR,LA,L.PK-12.2,Determine the purpose of italics in context.,1,71,59,12,Conventions,Literature
144,2024,9,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL812849633&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Identify a shared theme between two passages.,1,82,79,3,Key Ideas and Details,Literature
145,2024,10,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL809713456&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Compare the reactions of characters to similar situations across two passages; select evidence from provided details to support analysis.,2,74,63,11,Key Ideas and Details,Literature
146,2024,11,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL810222585&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine whether key ideas relate to one or two passages.,2,54,49,5,Key Ideas and Details,Literature
147,2024,12,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL810463548&YearCode=2024,ES,-,-,Write an essay that compares the challenges that characters in two passages face; use details from the passages to support analysis.,8,55,47,8,WR Combined (Conv/Idea Dev),Literature
148,2024,13,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206837795&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about an individual based on a specific section of an excerpt.,1,54,50,4,Key Ideas and Details,Informational
149,2024,14,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206837355&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Determine what a specific paragraph reveals about an individual.,1,76,69,7,Key Ideas and Details,Informational
150,2024,15,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206773521&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,80,77,3,Vocabulary Acquisition and Use,Informational
151,2024,16,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206839116&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Choose a phrase that best describes a character in an excerpt.,1,74,71,3,Key Ideas and Details,Informational
152,2024,17,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206840381&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine which statement explains a central idea of an excerpt and a letter on similar topics.,1,61,61,0,Key Ideas and Details,Informational
153,2024,18,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206773007&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Use context to determine which meaning of a multiple-meaning word is used in a letter.,1,77,72,5,Vocabulary Acquisition and Use,Informational
154,2024,19,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206840059&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the effect of specific sentence structures in a paragraph.,1,77,63,14,Craft and Structure,Informational
155,2024,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206843141&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Identify evidence from an excerpt that supports a claim made by an individual in a letter on a similar topic.,1,78,68,10,Key Ideas and Details,Informational
156,2024,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206844860&YearCode=2024,SR,RE,R.PK-12.6,Analyze the differences in how the authors develop their points of view in an excerpt and a letter on similar topics.,1,69,54,15,Craft and Structure,Informational
157,2024,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206847632&YearCode=2024,SR,RE,R.PK-12.3,Determine the cause of an event described in an excerpt and a letter on similar topics and analyze its impact.,2,67,63,4,Key Ideas and Details,Informational
158,2024,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206761648&YearCode=2024,ES,-,-,Write an essay that examines what is revealed about the character of an individual in an excerpt and a letter on similar topics; use information from both the excerpt and the letter for support.,8,61,52,9,WR Combined (Conv/Idea Dev),Informational
159,2024,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208942592&YearCode=2024,SR,RE,R.PK-12.2,Identify how specific lines develop a theme of a poem.,1,55,47,8,Key Ideas and Details,Literature
160,2024,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208943016&YearCode=2024,SR,LA,L.PK-12.3,Determine which transition word would best replace a colon.,1,57,59,-2,Knowledge of Language,Literature
161,2024,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208944699&YearCode=2024,SR,LA,L.PK-12.4,Use context to determine the meaning of a word in a poem given its Latin root.,1,77,69,8,Vocabulary Acquisition and Use,Literature
162,2024,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208945360&YearCode=2024,SR,RE,R.PK-12.2,Determine how specific details develop ideas in a poem.,2,66,64,2,Key Ideas and Details,Literature
163,2024,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007242520&YearCode=2024,SR,RE,R.PK-12.1,Make an inference based on a repeated phrase in a poem.,1,79,67,12,Key Ideas and Details,Literature
164,2024,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007242572&YearCode=2024,SR,RE,R.PK-12.3,Analyze how the structure of a poem contributes to the meaning.,1,52,48,4,Key Ideas and Details,Literature
165,2024,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007242472&YearCode=2024,SR,RE,R.PK-12.4,Determine the tone of a poem.,1,66,59,7,Craft and Structure,Literature
166,2024,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL007954597&YearCode=2024,SR,RE,R.PK-12.2,Determine the central idea of a poem and identify a quotation from the poem that supports the central idea.,2,44,43,1,Key Ideas and Details,Literature
167,2024,WR12.IDEA1,,,,ES,WR,,Essay 12 Writing ( idea development ),5,47,40,7,,Literature
168,2024,LA12.CONV1,,,,ES,LA,,Essay 12 Language ( conventions ),3,69,58,11,,Literature
169,2024,WR23.IDEA2,,,,ES,WR,,Essay 23 Writing ( idea development ),5,51,43,8,,Informational
170,2024,LA23.CONV2,,,,ES,LA,,Essay 23 Language ( conventions ),3,77,66,11,,Informational
